applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP_00927,Services,12,3649407,55288,2016723,572,4,0.55,2268696,Good,0
APP_00928,Retail,13,38994992,446469,20967122,584,4,0.13,15742080,Average,0
APP_00929,Trading,6,4291343,46530,2347098,900,0,0.17,1296246,Good,0
APP_00930,Services,6,2339968,31172,878714,643,1,0.32,1205196,Good,0
APP_00931,Trading,27,30384472,381739,20806660,559,1,0.33,15485017,Good,0
APP_00932,Tech,10,3972108,46068,2169856,618,4,0.61,3221464,Good,0
APP_00933,Trading,2,46899407,569095,10224639,784,3,0.89,14596299,Good,0
APP_00934,Trading,22,11272941,187616,4233725,456,4,0.79,3083657,Good,0
APP_00935,Services,7,29403310,453954,19551144,660,1,0.32,27965304,Good,0
APP_00936,Trading,17,7714554,97365,2037654,402,2,0.4,2528280,Average,0
APP_00937,Manufacturing,25,10655660,118807,5135039,766,1,0.69,5777056,Average,0
APP_00938,Retail,24,48165791,415316,12583069,572,1,0.66,12749416,Average,0
APP_00939,Services,23,17864117,205168,9751009,586,1,0.25,8297349,Poor,0
APP_00940,Manufacturing,6,17247076,214593,6198007,756,1,0.52,6446108,Good,0
APP_00941,Services,16,552055,7373,437003,641,0,0.8,638419,Average,0
APP_00942,Trading,16,31993562,450379,24425981,749,0,0.3,30437971,Good,0
APP_00943,Tech,1,20788665,255541,14052697,704,1,0.26,20539990,Good,0
APP_00944,Services,8,49384318,620663,11742743,632,1,0.54,12253198,Good,0
APP_00945,Tech,1,1484131,14459,409147,666,0,0.29,432437,Good,0
APP_00946,Services,14,39959879,405915,19897218,716,1,0.78,13374795,Good,0
APP_00947,Tech,7,4536589,70143,994106,631,2,0.54,1083886,Poor,0
APP_00948,Services,1,17651560,207094,4737099,614,0,0.64,4545167,Poor,1
APP_00949,Retail,9,3917932,64784,2738849,900,1,0.75,3662441,Good,0
APP_00950,Tech,16,29157474,365825,13060274,510,3,0.58,12751245,Poor,1
APP_00951,Trading,3,21681525,323760,11920745,635,2,0.36,12360241,Poor,0
APP_00952,Retail,12,6777609,89761,3519414,584,3,0.82,5023493,Good,0
APP_00953,Tech,27,10987592,102582,2847130,572,2,0.69,2468956,Good,0
APP_00954,Tech,27,11084340,130654,2315355,722,2,0.51,1479882,Good,0
APP_00955,Tech,29,13273924,132670,5105058,662,3,0.27,6673290,Average,0
APP_00956,Services,27,40157176,422511,14170742,608,4,0.51,16826196,Average,0
APP_00957,Services,11,17954767,191537,5163973,549,4,0.71,3743394,Good,1
APP_00958,Tech,4,17882959,229675,3831063,538,4,0.51,5077389,Average,0
APP_00959,Manufacturing,4,13617852,182813,9425947,512,4,0.88,9117599,Good,1
APP_00960,Manufacturing,5,3579676,30362,1878245,602,3,0.18,1437088,Good,0
APP_00961,Services,8,7305751,106422,2070274,735,0,0.42,1591421,Good,0
APP_00962,Manufacturing,25,36527571,487694,18110768,559,0,0.86,15500026,Good,0
APP_00963,Trading,5,29921137,364629,7318678,533,0,0.45,8902998,Good,0
APP_00964,Retail,28,31698324,420063,19563079,498,2,0.64,20375069,Average,1
APP_00965,Trading,16,45405946,663079,32616997,743,2,0.38,44894717,Good,0
APP_00966,Trading,9,32115931,424438,9884167,689,1,0.65,10082667,Average,0
APP_00967,Retail,24,14075703,150710,7081463,788,1,0.57,9069835,Good,0
APP_00968,Retail,12,37669102,391346,23249044,664,2,0.8,18552267,Good,0
APP_00969,Manufacturing,23,4530272,60956,1033914,666,4,0.47,1084724,Poor,0
APP_00970,Manufacturing,27,38156823,438177,7816994,670,2,0.53,4917176,Good,0
APP_00971,Trading,3,47866846,518924,14373484,507,4,0.14,15762401,Good,0
APP_00972,Manufacturing,20,17412240,153707,6672292,600,4,0.61,8474686,Good,0
APP_00973,Retail,7,11148708,112700,6350921,747,3,0.76,8401557,Good,1
APP_00974,Manufacturing,11,3152880,33185,1720364,855,3,0.28,861740,Average,0
APP_00975,Trading,14,30602447,351902,14858828,553,3,0.73,20617551,Good,0
APP_00976,Tech,29,27364699,381556,19021633,768,2,0.63,16010734,Average,0
APP_00977,Tech,1,39592355,490620,27235948,652,4,0.65,37694491,Good,1
APP_00978,Services,16,21487268,354335,15645977,739,0,0.4,18599429,Average,0
APP_00979,Manufacturing,13,13305935,210594,7640960,623,3,0.13,6483186,Good,0
APP_00980,Retail,17,47498310,478852,11611686,572,4,0.59,6909492,Poor,0
APP_00981,Tech,17,13248964,215303,4076270,584,2,0.53,2347408,Average,0
APP_00982,Retail,11,37408627,458079,23649500,663,0,0.27,17835925,Good,0
APP_00983,Services,22,17672185,215112,12980122,631,2,0.28,6761761,Average,0
APP_00984,Manufacturing,7,38394447,509736,11980595,708,3,0.48,9993450,Good,0
APP_00985,Trading,10,6180935,56555,3846799,523,1,0.3,4395090,Good,1
APP_00986,Retail,18,37846644,593474,26614454,541,0,0.65,27520083,Good,1
APP_00987,Manufacturing,26,2090745,32114,1032310,726,1,0.27,1225736,Good,0
APP_00988,Trading,15,36777456,383793,10812146,611,4,0.42,9052143,Good,0
APP_00989,Trading,26,31973141,284694,16192592,804,4,0.51,10166514,Average,0
APP_00990,Retail,23,2641549,42149,630387,624,1,0.29,566403,Good,0
APP_00991,Retail,22,25612550,352962,17015996,647,1,0.22,23127955,Good,0
APP_00992,Tech,23,46118794,757856,32751742,786,4,0.65,47121565,Average,0
APP_00993,Tech,21,39167694,480104,29403518,762,2,0.58,40347640,Good,0
APP_00994,Services,5,4253281,39191,2547224,446,1,0.26,3658711,Good,0
APP_00995,Trading,3,24799863,310214,9746283,617,4,0.43,12991620,Poor,0
APP_00996,Retail,5,26614838,335191,20563712,554,1,0.66,29237264,Good,1
APP_00997,Tech,7,5012761,80649,1815961,749,2,0.13,1462655,Average,0
APP_00998,Tech,27,3899584,55446,2611126,623,2,0.51,3096030,Average,0
APP_00999,Retail,4,8414871,79995,4274276,581,4,0.12,3475094,Average,0
APP_01000,Services,26,40145145,430063,15208005,900,2,0.11,11783014,Good,0
APP_01001,Retail,15,12529233,184511,4061347,655,2,0.53,5316443,Average,0
APP_01002,Tech,20,573079,8596,233623,743,3,0.46,199147,Good,0
APP_01003,Manufacturing,17,33808389,400560,9739553,612,2,0.32,6522629,Average,0
APP_01004,Retail,29,13443689,192030,8624949,648,4,0.87,11393833,Good,0
APP_01005,Tech,4,11912554,173542,5739379,720,1,0.68,5797118,Average,0
APP_01006,Tech,12,35452363,448377,24784550,730,1,0.38,29005845,Average,0
APP_01007,Tech,5,29799953,274775,14754377,577,3,0.3,8552460,Good,0
APP_01008,Manufacturing,21,15058408,125729,9569055,720,0,0.69,8185421,Average,1
APP_01009,Retail,20,6714566,66050,4429032,548,2,0.65,4576939,Good,1
APP_01010,Tech,21,17762075,239107,7444911,599,3,0.13,6936057,Good,0
APP_01011,Tech,9,48094915,660147,10572768,697,4,0.49,12814505,Average,0
APP_01012,Retail,3,36904899,380405,24567698,796,3,0.47,19785674,Good,0
APP_01013,Trading,13,9120739,77202,3244532,631,2,0.33,4470331,Average,0
APP_01014,Services,26,22124579,235016,13035523,656,4,0.7,15362586,Good,0
APP_01015,Retail,20,31280850,384677,16327789,719,3,0.23,24418477,Good,0
APP_01016,Retail,1,34833071,361379,22217221,766,2,0.73,20189700,Average,1
APP_01017,Tech,28,2902112,43899,727957,821,4,0.16,772027,Good,0
APP_01018,Retail,5,31074072,394019,23615233,670,3,0.88,29008625,Average,1
APP_01019,Retail,13,12134983,178834,3921579,712,1,0.31,3907083,Good,0
APP_01020,Manufacturing,24,34566625,453564,23967281,816,4,0.27,29099442,Good,0
APP_01021,Tech,7,24674127,266465,15550344,747,4,0.67,18346577,Average,1
APP_01022,Retail,4,35110184,401721,10156427,743,4,0.84,8567267,Poor,1
APP_01023,Tech,16,7787613,66871,3090812,550,1,0.31,4474991,Good,0
APP_01024,Trading,16,45730036,388887,23465227,869,0,0.53,13887902,Good,0
APP_01025,Manufacturing,9,46792527,738331,32471010,628,3,0.34,19762097,Good,0
APP_01026,Retail,14,5162608,51579,1279516,618,3,0.16,756646,Good,0
APP_01027,Trading,28,7088209,85067,3596962,547,3,0.74,3391396,Good,1
APP_01028,Retail,23,46264516,690774,36391883,807,1,0.56,35819300,Good,0
APP_01029,Tech,28,14364564,205354,3817769,591,2,0.55,5083734,Poor,0
APP_01030,Retail,7,6280833,77743,4384689,689,2,0.38,4837739,Good,0
APP_01031,Manufacturing,19,49276879,500981,24023944,531,0,0.57,34783551,Good,0
APP_01032,Tech,17,29653293,468894,22774462,767,4,0.3,27031882,Average,0
APP_01033,Retail,16,5427386,66785,3904573,658,3,0.14,4931356,Average,0
APP_01034,Services,2,14284330,193385,6429387,622,4,0.18,4887693,Good,0
APP_01035,Tech,8,7832129,67505,4866908,708,0,0.5,7181460,Average,0
APP_01036,Trading,28,21910386,345754,8214426,486,4,0.18,11680549,Good,0
APP_01037,Trading,8,2818890,38039,956393,740,4,0.51,609144,Good,0
APP_01038,Trading,19,18612400,238381,11849741,641,4,0.59,14252762,Good,0
APP_01039,Tech,13,37152051,465508,27359987,508,2,0.32,19224684,Good,0
APP_01040,Manufacturing,2,44774921,381024,18304346,747,0,0.43,23013973,Good,0
APP_01041,Tech,28,10945675,168473,7626368,783,0,0.34,5863009,Good,0
APP_01042,Trading,8,7991990,89094,4969571,473,3,0.53,5840187,Average,1
APP_01043,Manufacturing,13,19820466,212220,4252365,512,0,0.18,4731150,Good,0
APP_01044,Trading,1,48360175,761941,30521015,719,4,0.22,40816673,Good,0
APP_01045,Tech,7,11785878,143426,2636161,736,1,0.33,3730253,Average,0
APP_01046,Retail,20,15456447,229776,7907024,842,0,0.78,7750891,Good,0
APP_01047,Tech,24,32809275,387437,11072144,681,0,0.46,14509708,Average,0
APP_01048,Services,24,3131550,43696,1386536,629,1,0.5,1327791,Good,0
APP_01049,Manufacturing,9,30009068,310698,9320780,842,1,0.64,9045823,Good,0
APP_01050,Tech,3,23616594,215806,4913520,539,0,0.21,5554247,Good,0
APP_01051,Tech,16,33982580,546349,21424680,578,2,0.67,23522786,Good,0
APP_01052,Trading,16,15016676,245519,9516677,713,4,0.6,14046454,Good,0
APP_01053,Trading,13,33743197,501666,19352044,693,1,0.33,15151635,Good,0
APP_01054,Retail,8,12660853,172078,6125176,457,0,0.73,4249273,Good,1
APP_01055,Retail,8,5381178,73886,2534777,553,0,0.32,2651627,Good,0
APP_01056,Tech,19,5131813,64572,1425911,467,1,0.73,2116287,Good,1
APP_01057,Retail,1,18829367,163264,8317566,654,2,0.27,6413367,Good,0
APP_01058,Retail,1,19110826,290339,4303445,900,4,0.42,3486424,Good,0
APP_01059,Trading,19,45648100,653921,22735587,659,0,0.76,19563132,Good,0
APP_01060,Trading,15,12274646,196959,8559821,598,4,0.89,10384937,Good,0
APP_01061,Services,6,35372586,388095,21446909,691,3,0.54,14034037,Good,0
APP_01062,Services,24,13169890,150135,3247420,648,4,0.68,4572480,Good,0
APP_01063,Retail,26,48333579,796059,17823297,678,1,0.54,10343516,Average,0
APP_01064,Retail,17,16810733,273961,3650933,833,1,0.88,2043155,Average,0
APP_01065,Tech,21,38477233,548962,21084645,676,3,0.73,15814680,Good,0
APP_01066,Trading,9,6670205,80902,4653891,594,0,0.45,4598473,Poor,1
APP_01067,Trading,16,1376611,13780,510453,632,0,0.16,656535,Good,0
APP_01068,Tech,7,22539005,300412,5286368,807,2,0.79,2654501,Good,0
APP_01069,Tech,14,44139395,589094,24885356,725,0,0.25,15708022,Good,0
APP_01070,Trading,29,37552291,567670,25014189,624,0,0.78,28970495,Good,0
APP_01071,Retail,15,29073090,442205,8304237,714,4,0.5,10873093,Good,0
APP_01072,Trading,19,23400904,273003,10623917,471,0,0.88,11778569,Good,1
APP_01073,Trading,11,23244785,245865,12885834,542,3,0.86,7376138,Good,1
APP_01074,Trading,28,18144697,174986,10626462,684,2,0.32,10411503,Average,0
APP_01075,Manufacturing,6,10640380,117364,7482254,606,1,0.63,9229063,Good,0
APP_01076,Services,4,3412166,51829,2588589,868,2,0.78,3812620,Good,0
APP_01077,Services,25,22863767,370590,5234959,713,1,0.75,5021158,Good,0
APP_01078,Manufacturing,13,36441000,432624,17367169,613,4,0.88,24512960,Good,0
APP_01079,Manufacturing,7,22889266,290700,12434820,684,2,0.27,11959441,Poor,0
APP_01080,Tech,19,12846138,209666,8232123,689,0,0.66,10450559,Good,0
APP_01081,Manufacturing,11,43364503,364970,33055351,502,1,0.12,42863160,Average,1
APP_01082,Services,15,41228057,525186,22843223,755,2,0.73,16337944,Good,0
APP_01083,Tech,9,42839031,613744,31230836,591,0,0.54,25827202,Good,0
APP_01084,Manufacturing,1,42579812,574926,22419122,668,3,0.28,32311743,Good,0
APP_01085,Tech,11,7209332,84875,4747686,577,4,0.79,2578600,Good,0
APP_01086,Trading,20,24159292,321491,11033653,663,0,0.1,16104417,Good,0
APP_01087,Tech,11,17295119,250484,11421125,631,4,0.79,9096944,Good,0
APP_01088,Tech,19,10346358,136519,6725051,734,3,0.4,8137509,Good,0
APP_01089,Trading,20,38432455,627170,9785175,728,4,0.84,10668767,Average,0
APP_01090,Services,6,19792769,223372,14717332,696,2,0.88,20631319,Good,0
APP_01091,Manufacturing,12,28100966,443616,5786450,624,3,0.16,8075866,Average,0
APP_01092,Tech,19,12928706,176651,6429877,850,4,0.66,6736838,Average,0
APP_01093,Trading,4,6098023,60660,1982041,715,1,0.43,2899453,Good,0
APP_01094,Retail,15,8558430,89607,6489742,675,4,0.41,6563048,Poor,1
APP_01095,Manufacturing,3,28395885,305431,16153356,749,3,0.52,17043124,Average,0
APP_01096,Retail,2,20482207,315352,12620533,695,2,0.67,15960162,Good,0
APP_01097,Retail,1,28192743,295152,14579141,751,3,0.78,21760678,Average,0
APP_01098,Services,10,3404814,53760,1695714,536,3,0.24,1765140,Good,0
APP_01099,Trading,14,8038009,114863,5129427,834,2,0.21,2582091,Good,0
APP_01100,Manufacturing,27,38980855,391300,12041372,660,2,0.7,11284261,Average,0
APP_01101,Manufacturing,9,5743962,64757,1641833,516,4,0.74,1220377,Average,1
APP_01102,Trading,2,25792122,256419,18819099,595,4,0.16,10020420,Average,0
APP_01103,Manufacturing,4,29454659,354210,8820180,826,1,0.68,5238392,Average,0
APP_01104,Services,9,11993605,113564,8860036,774,0,0.26,4528848,Good,0
APP_01105,Trading,1,5313417,66816,3893092,563,3,0.69,3988275,Poor,1
APP_01106,Manufacturing,16,37502628,501246,10770375,808,1,0.39,7646232,Average,0
APP_01107,Tech,19,33584944,334498,10049976,579,4,0.63,5210482,Average,0
APP_01108,Retail,25,49861663,592707,28107823,722,1,0.68,22061020,Average,0
APP_01109,Retail,29,2750477,34349,624456,565,0,0.57,533003,Good,0
APP_01110,Manufacturing,16,46942869,692966,9450090,562,2,0.27,4779891,Good,0
APP_01111,Tech,10,41134413,671534,20626508,673,0,0.64,23361444,Good,0
APP_01112,Retail,10,3456181,43463,1589671,697,4,0.67,1862563,Good,0
APP_01113,Tech,14,14249872,195317,6362362,716,1,0.15,4237297,Good,0
APP_01114,Trading,20,16566180,182399,6855573,653,2,0.77,8265214,Good,0
APP_01115,Retail,21,14549471,173350,7222731,689,0,0.12,10290567,Average,0
APP_01116,Services,14,17754914,290243,9398937,576,0,0.56,13063874,Average,0
APP_01117,Manufacturing,26,30875152,332313,8561304,676,1,0.64,12663053,Average,0
APP_01118,Manufacturing,14,4186788,38534,1966021,758,4,0.55,2376385,Good,0
APP_01119,Services,22,31476311,351361,8337683,563,0,0.26,5878525,Average,0
APP_01120,Trading,18,30974192,513723,20027977,651,4,0.34,19021078,Good,0
APP_01121,Tech,13,11899772,154284,5272714,693,2,0.14,4136658,Average,0
APP_01122,Trading,29,14790924,134584,10363594,515,3,0.22,5867542,Good,0
APP_01123,Manufacturing,19,46174664,591880,31181819,458,0,0.48,28516422,Average,1
APP_01124,Services,13,46434221,699183,17475687,644,1,0.6,18098079,Good,0
APP_01125,Tech,14,10065697,133782,3974888,704,1,0.74,2902009,Good,0
APP_01126,Services,8,28404423,420183,13061720,603,1,0.82,9118441,Good,0
APP_01127,Trading,21,23800461,262552,18554760,602,1,0.28,27826076,Good,0
APP_01128,Tech,28,6402232,100031,4579201,755,2,0.23,4156725,Average,0
APP_01129,Trading,13,35063314,509636,25884735,630,1,0.83,15338140,Average,1
APP_01130,Manufacturing,22,23288010,241926,13996476,716,1,0.46,20120297,Average,0
APP_01131,Trading,4,22462053,329213,12054751,569,3,0.2,12915025,Good,0
APP_01132,Retail,19,23125114,325477,7052410,489,0,0.8,6061158,Poor,1
APP_01133,Retail,19,1017926,13267,529136,676,2,0.86,604003,Average,0
APP_01134,Trading,25,27548633,384704,21381909,545,1,0.79,21848531,Good,1
APP_01135,Retail,15,20992438,297879,4727569,646,4,0.13,6346561,Good,0
APP_01136,Services,12,31819614,315796,6663136,740,1,0.68,8653893,Poor,1
APP_01137,Tech,20,28362763,419607,15447979,697,0,0.39,18738834,Good,0
APP_01138,Manufacturing,18,36497148,468181,26259894,671,1,0.38,28869581,Poor,1
APP_01139,Trading,24,21883518,228244,7947635,531,4,0.37,8021460,Good,0
APP_01140,Tech,12,38672754,632798,18030365,714,3,0.11,18892425,Average,0
APP_01141,Services,12,6586540,79139,3318449,546,4,0.82,3517569,Good,1
APP_01142,Retail,7,901099,7809,359886,444,2,0.53,524707,Good,0
APP_01143,Services,4,30232557,270063,6881749,674,2,0.18,8872869,Good,0
APP_01144,Trading,1,16898255,231170,5503621,642,3,0.86,5082182,Good,0
APP_01145,Retail,5,23924887,348123,7724889,793,4,0.81,8818712,Average,0
APP_01146,Manufacturing,22,29507137,316746,11637191,512,3,0.46,8797541,Average,0
APP_01147,Trading,6,19717558,183439,6362328,671,0,0.48,5387365,Average,0
APP_01148,Manufacturing,21,25292335,339234,10640468,576,1,0.29,11932057,Good,0
APP_01149,Retail,18,28298828,462009,6880156,737,2,0.71,5704308,Good,0
APP_01150,Manufacturing,21,10804562,133780,2718257,667,0,0.67,3924167,Average,0
APP_01151,Trading,20,28282494,301692,10301060,597,0,0.61,11012523,Good,0
APP_01152,Trading,22,43620249,584374,12740344,552,3,0.6,8003865,Good,0
APP_01153,Services,5,16327633,177132,8285619,765,0,0.7,11613565,Poor,0
APP_01154,Manufacturing,29,39946398,636317,31908273,693,3,0.67,37049671,Good,0
APP_01155,Retail,27,43563408,519939,26171163,483,0,0.44,15753307,Good,0
APP_01156,Trading,13,23143090,194857,13466557,449,1,0.34,15588803,Average,1
APP_01157,Services,19,44377102,540439,21196987,847,2,0.5,23068845,Good,0
APP_01158,Retail,29,21426501,263255,8799568,700,0,0.88,13050467,Good,0
APP_01159,Retail,1,28938744,332032,21341725,555,0,0.54,17887428,Good,0
APP_01160,Tech,27,49251692,494350,37412035,555,4,0.17,39783349,Good,0
APP_01161,Services,13,2230934,19413,773615,694,4,0.8,541320,Poor,1
APP_01162,Trading,15,14875475,211618,8220208,568,4,0.48,5950924,Average,0
APP_01163,Manufacturing,9,29863056,325704,13321857,568,3,0.54,8206976,Good,0
APP_01164,Trading,17,7634855,126463,3695735,617,4,0.47,5364656,Poor,0
APP_01165,Services,17,35224147,427081,14572480,663,1,0.11,17260739,Good,0
APP_01166,Trading,19,22357206,213948,14748446,707,2,0.31,17533717,Poor,1
APP_01167,Manufacturing,28,14750673,179849,4345058,801,1,0.78,4388592,Average,0
APP_01168,Tech,19,26495546,429737,7602610,706,4,0.58,9309079,Good,0
APP_01169,Services,27,10769127,91436,2976495,634,1,0.44,3745787,Good,0
APP_01170,Services,15,40546629,479691,31984245,643,4,0.21,22996039,Good,0
APP_01171,Trading,5,48601529,459781,17671818,669,3,0.28,12358788,Good,0
APP_01172,Trading,18,13055029,183709,4822473,634,4,0.14,6353764,Poor,0
APP_01173,Trading,19,19916884,194155,11781158,779,3,0.2,14526453,Good,0
APP_01174,Retail,8,29056408,477143,13213205,700,0,0.44,17699969,Good,0
APP_01175,Manufacturing,7,7317064,85282,1988618,576,0,0.64,1169041,Average,0
APP_01176,Services,3,34250393,368438,12326658,635,4,0.31,17773869,Good,0
APP_01177,Retail,23,3929031,36023,2374026,648,3,0.36,3105625,Good,0
APP_01178,Manufacturing,1,33932821,533567,15464505,626,3,0.82,9261274,Good,0
APP_01179,Trading,7,28059490,381858,14942133,582,2,0.41,19818695,Good,0
APP_01180,Manufacturing,5,38665747,639905,10069185,817,3,0.28,9765181,Good,0
APP_01181,Tech,7,13654587,150115,5946178,681,4,0.21,7054380,Good,0
APP_01182,Trading,20,44658120,533320,27767498,633,3,0.43,41317842,Average,0
APP_01183,Tech,17,42021934,496493,15036746,657,3,0.42,12682451,Good,0
APP_01184,Tech,29,18388761,297333,6917959,573,1,0.74,4404135,Good,0
APP_01185,Retail,19,34750912,321920,16512345,666,1,0.81,10904651,Good,0
APP_01186,Services,23,19774753,318230,8243514,446,4,0.69,9296214,Good,1
APP_01187,Retail,17,24536822,208129,8090765,661,1,0.37,6087835,Good,0
APP_01188,Manufacturing,12,6953001,62790,5150327,577,1,0.38,3730726,Good,0
APP_01189,Tech,24,22070775,246286,10400127,462,0,0.51,15028709,Good,0
APP_01190,Manufacturing,13,46496275,650610,26231030,614,4,0.79,34668151,Good,0
APP_01191,Retail,25,40305032,421085,29094636,782,4,0.37,31825802,Good,0
APP_01192,Retail,14,45383001,575050,28796689,620,2,0.33,36902675,Good,0
APP_01193,Retail,18,40797917,571115,28012380,620,4,0.61,32599876,Good,0
APP_01194,Retail,4,43126138,603303,20859365,603,4,0.36,20432605,Average,0
APP_01195,Trading,10,25130512,356163,8911121,613,2,0.4,11483640,Good,0
APP_01196,Services,21,44685442,708844,15344621,635,4,0.74,13230567,Good,0
APP_01197,Trading,23,21563719,326893,5218867,695,4,0.47,4055297,Good,0
APP_01198,Trading,16,19674647,309003,7708306,781,4,0.79,9206780,Average,0
APP_01199,Manufacturing,1,8253759,125350,4149870,643,1,0.42,2143561,Average,0
APP_01200,Services,14,4531660,40556,1382147,622,3,0.44,766215,Good,0
APP_01201,Retail,9,8780974,101032,4593309,759,0,0.65,2393866,Good,0
APP_01202,Services,1,34316760,544918,7622986,541,2,0.59,7882942,Good,0
APP_01203,Trading,26,47128190,590095,17093708,644,1,0.7,10224069,Good,0
APP_01204,Manufacturing,5,35906607,384698,25811830,715,3,0.31,21549185,Good,0
APP_01205,Services,27,21031028,198380,10458846,620,1,0.41,11446259,Good,0
APP_01206,Trading,2,1652738,15390,1014349,573,2,0.26,915707,Good,0
APP_01207,Retail,29,11018308,120412,3004128,647,1,0.12,4427890,Good,0
APP_01208,Services,10,43981349,414146,21902991,762,4,0.66,30755491,Average,1
APP_01209,Trading,20,16697020,255101,12647687,804,0,0.35,18781029,Average,0
APP_01210,Retail,22,8735022,75906,3026144,626,0,0.53,4109489,Average,0
APP_01211,Manufacturing,7,34405344,535474,13747982,569,2,0.55,10293001,Good,0
APP_01212,Manufacturing,18,23306523,367666,18027991,653,2,0.11,11003475,Good,0
APP_01213,Trading,5,48727187,627590,34828949,531,0,0.88,41948179,Average,1
APP_01214,Tech,1,21843123,287407,10002267,753,3,0.44,13465816,Average,0
APP_01215,Services,3,39378111,401998,19140799,621,0,0.33,14888086,Average,0
APP_01216,Tech,6,23741278,302187,7032890,550,3,0.66,10316907,Good,0
APP_01217,Tech,16,26957351,408056,8982109,767,3,0.17,8355030,Good,0
APP_01218,Retail,13,40149444,378282,13865265,582,1,0.73,13335702,Poor,1
APP_01219,Trading,7,45871910,624634,32394346,605,1,0.57,44922353,Average,0
APP_01220,Services,20,7235714,118779,5461700,623,4,0.71,5808356,Good,0
APP_01221,Tech,11,47603045,504993,27413147,703,4,0.57,40809281,Average,0
APP_01222,Retail,2,20568893,294198,9721801,735,0,0.37,10931435,Average,0
APP_01223,Manufacturing,1,21111470,224303,5975930,686,3,0.24,2988907,Average,0
APP_01224,Manufacturing,1,24679027,266919,13233583,581,1,0.58,11249060,Good,0
APP_01225,Manufacturing,17,28110260,303547,6752558,681,1,0.65,7853650,Good,0
APP_01226,Tech,10,18503858,270824,12360157,714,4,0.18,11306631,Average,0
APP_01227,Tech,5,27993437,446712,22213086,713,4,0.65,18172764,Good,0
APP_01228,Retail,10,18226000,201022,13013214,602,1,0.65,13866416,Good,0
APP_01229,Retail,27,26441316,394905,11889129,646,3,0.2,8793316,Average,0
APP_01230,Manufacturing,8,20409306,216414,10806593,559,4,0.23,12793752,Good,0
APP_01231,Services,21,18112705,278469,7200635,675,1,0.14,4736771,Good,0
APP_01232,Tech,27,5847519,87375,3086961,598,3,0.18,2339114,Average,0
APP_01233,Trading,2,8585898,102392,3784677,706,3,0.56,3411947,Good,0
APP_01234,Services,5,24284392,359150,18652227,756,4,0.65,24951807,Average,1
APP_01235,Trading,22,19592376,251594,14408293,766,1,0.52,20574596,Good,0
APP_01236,Tech,5,44845950,739677,34796000,745,1,0.78,24728835,Average,0
APP_01237,Services,13,11971353,191101,4757385,751,4,0.88,4469527,Good,0
APP_01238,Services,22,11645841,145805,4695693,769,0,0.87,3365703,Good,0
APP_01239,Tech,12,32033122,467801,10420510,703,2,0.46,12780144,Good,0
APP_01240,Services,25,16351892,151007,9558499,535,2,0.62,12014983,Average,1
APP_01241,Services,28,32945411,308555,17746543,834,2,0.13,20838548,Good,0
APP_01242,Manufacturing,6,46265457,411865,20854183,749,2,0.48,29622789,Average,0
APP_01243,Trading,8,36304488,505574,7966120,783,1,0.26,10416144,Good,0
APP_01244,Retail,21,12417769,129616,8037667,864,2,0.21,10843382,Average,0
APP_01245,Retail,25,40556592,588993,24157106,497,0,0.19,22496203,Average,0
APP_01246,Tech,1,996626,11847,310520,590,3,0.72,444790,Average,0
APP_01247,Manufacturing,18,7673449,94193,5227441,717,2,0.46,5723882,Poor,1
APP_01248,Services,20,16528477,217524,9044664,724,1,0.61,7396369,Good,0
APP_01249,Services,6,17343754,177738,3839267,696,0,0.58,5608614,Average,0
APP_01250,Retail,1,636322,8741,138055,772,0,0.72,170735,Average,1
APP_01251,Services,8,16841185,151240,7326199,612,0,0.86,5469163,Average,0
APP_01252,Retail,20,28524792,303484,7490837,545,0,0.63,8847709,Good,0
APP_01253,Manufacturing,8,29577886,314985,21715748,430,0,0.76,30919472,Average,1
APP_01254,Tech,9,6620632,68048,5063164,776,0,0.87,6845452,Poor,1
APP_01255,Retail,13,33283577,546259,16693051,700,4,0.15,8556734,Average,0
APP_01256,Services,20,32758590,345266,18764251,547,2,0.89,21297885,Good,1
APP_01257,Trading,15,26261753,241077,10426211,643,2,0.4,10067744,Good,0
APP_01258,Manufacturing,9,24376491,249775,7446675,509,4,0.27,7246318,Poor,1
APP_01259,Retail,17,33414375,289354,25447848,678,0,0.17,15610407,Good,0
APP_01260,Manufacturing,19,6197767,91728,3658857,584,0,0.72,3787186,Average,0
APP_01261,Tech,23,11631318,176743,9177532,795,3,0.72,7997456,Good,0
APP_01262,Trading,17,42913511,561389,12898650,600,0,0.84,15570444,Good,0
APP_01263,Manufacturing,7,33661879,453855,25817958,531,2,0.27,23697172,Good,1
APP_01264,Manufacturing,22,20598669,173618,9402681,711,1,0.6,13062563,Good,0
APP_01265,Manufacturing,27,23802929,283834,18390589,585,2,0.47,27386883,Average,0
APP_01266,Tech,5,4425300,37510,3062715,549,4,0.47,1569299,Good,1
APP_01267,Retail,23,6115054,96515,4767652,591,2,0.19,6732231,Good,0
APP_01268,Manufacturing,20,15905230,249499,12309667,669,2,0.18,8473320,Good,0
APP_01269,Services,13,15453080,173846,10933365,669,2,0.73,6168989,Good,0
APP_01270,Services,1,30884274,322400,12239899,594,3,0.41,12034864,Average,0
